indicator_id,name,measure,geo_type_name,geo_join_id,data_value,geo_place_name,measure_info,time_period,message,start_date,unique_id
365,Fine particles (PM 2.5),Mean,CD,201,10.52,Mott Haven and Melrose (CD1),mcg/m3,Summer 2017,,2017-06-01T00:00:00.000,547635
365,Fine particles (PM 2.5),Mean,CD,201,10.11,Mott Haven and Melrose (CD1),mcg/m3,Annual Average 2014,,2013-12-01T00:00:00.000,214120
365,Fine particles (PM 2.5),Mean,CD,201,11.62,Mott Haven and Melrose (CD1),mcg/m3,Winter 2009-10,,2009-12-01T00:00:00.000,168465
365,Fine particles (PM 2.5),Mean,CD,201,11.17,Mott Haven and Melrose (CD1),mcg/m3,Winter 2011-12,,2011-12-01T00:00:00.000,168583
365,Fine particles (PM 2.5),Mean,CD,302,10.62,Fort Greene and Brooklyn Heights (CD2),mcg/m3,Winter 2009-10,,2009-12-01T00:00:00.000,168478
365,Fine particles (PM 2.5),Mean,CD,302,10.01,Fort Greene and Brooklyn Heights (CD2),mcg/m3,Annual Average 2014,,2013-12-01T00:00:00.000,214133
641,Boiler Emissions- Total PM2.5 Emissions,Number per km2,UHF42,209,0.20,Bensonhurst - Bay Ridge,number,2013,,2013-01-01T00:00:00.000,130460
640,Boiler Emissions- Total SO2 Emissions,Number per km2,UHF42,309,24.90,Union Square - Lower East Side,number,2013,,2013-01-01T00:00:00.000,130423
365,Fine particles (PM 2.5),Mean,UHF42,206,8.08,Borough Park,mcg/m3,Summer 2016,,2016-06-01T00:00:00.000,410772
365,Fine particles (PM 2.5),Mean,UHF42,206,11.34,Borough Park,mcg/m3,Summer 2011,,2011-06-01T00:00:00.000,177865
365,Fine particles (PM 2.5),Mean,UHF42,206,6.65,Borough Park,mcg/m3,Winter 2020-21,,2020-12-01T00:00:00.000,742198
365,Fine particles (PM 2.5),Mean,UHF42,210,6.58,Coney Island - Sheepshead Bay,mcg/m3,Winter 2020-21,,2020-12-01T00:00:00.000,742210
365,Fine particles (PM 2.5),Mean,UHF42,210,7.03,Coney Island - Sheepshead Bay,mcg/m3,Winter 2015-16,,2015-12-01T00:00:00.000,410783
365,Fine particles (PM 2.5),Mean,UHF42,210,7.66,Coney Island - Sheepshead Bay,mcg/m3,Summer 2016,,2016-06-01T00:00:00.000,410784
640,Boiler Emissions- Total SO2 Emissions,Number per km2,UHF42,310,13.70,Lower Manhattan,number,2013,,2013-01-01T00:00:00.000,130424
365,Fine particles (PM 2.5),Mean,UHF42,206,5.94,Borough Park,mcg/m3,Annual Average 2020,,2020-01-01T00:00:00.000,669802
365,Fine particles (PM 2.5),Mean,UHF42,210,6.69,Coney Island - Sheepshead Bay,mcg/m3,Winter 2018-19,,2018-12-01T00:00:00.000,649713
365,Fine particles (PM 2.5),Mean,UHF42,210,7.72,Coney Island - Sheepshead Bay,mcg/m3,Annual Average 2015,,2015-01-01T00:00:00.000,334000
365,Fine particles (PM 2.5),Mean,UHF42,309,10.08,Union Square - Lower East Side,mcg/m3,Winter 2018-19,,2018-12-01T00:00:00.000,649743
365,Fine particles (PM 2.5),Mean,UHF42,309,7.76,Union Square - Lower East Side,mcg/m3,Annual Average 2020,,2020-01-01T00:00:00.000,669760
365,Fine particles (PM 2.5),Mean,UHF42,310,12.28,Lower Manhattan,mcg/m3,Annual Average 2011,,2010-12-01T00:00:00.000,178510
365,Fine particles (PM 2.5),Mean,UHF42,309,10.06,Union Square - Lower East Side,mcg/m3,Annual Average 2015,,2015-01-01T00:00:00.000,334030
365,Fine particles (PM 2.5),Mean,UHF42,309,12.08,Union Square - Lower East Side,mcg/m3,Annual Average 2009,,2008-12-01T00:00:00.000,178425
375,Nitrogen dioxide (NO2),Mean,CD,405,24.67,Ridgewood and Maspeth (CD5),ppb,Winter 2011-12,,2011-12-01T00:00:00.000,165962
375,Nitrogen dioxide (NO2),Mean,CD,405,26.31,Ridgewood and Maspeth (CD5),ppb,Winter 2009-10,,2009-12-01T00:00:00.000,165844
375,Nitrogen dioxide (NO2),Mean,UHF42,302,18.99,Central Harlem - Morningside Heights,ppb,Annual Average 2020,,2020-01-01T00:00:00.000,667171
375,Nitrogen dioxide (NO2),Mean,UHF42,302,24.69,Central Harlem - Morningside Heights,ppb,Winter 2018-19,,2018-12-01T00:00:00.000,643377
375,Nitrogen dioxide (NO2),Mean,UHF42,302,23.15,Central Harlem - Morningside Heights,ppb,Annual Average 2015,,2015-01-01T00:00:00.000,336547
375,Nitrogen dioxide (NO2),Mean,UHF42,302,19.54,Central Harlem - Morningside Heights,ppb,Summer 2014,,2014-06-01T00:00:00.000,212435
375,Nitrogen dioxide (NO2),Mean,UHF42,306,23.87,Chelsea - Clinton,ppb,Annual Average 2020,,2020-01-01T00:00:00.000,667195
375,Nitrogen dioxide (NO2),Mean,UHF42,306,29.47,Chelsea - Clinton,ppb,Winter 2018-19,,2018-12-01T00:00:00.000,643389
375,Nitrogen dioxide (NO2),Mean,UHF42,306,29.17,Chelsea - Clinton,ppb,Annual Average 2015,,2015-01-01T00:00:00.000,336559
375,Nitrogen dioxide (NO2),Mean,UHF42,306,28.44,Chelsea - Clinton,ppb,Summer 2014,,2014-06-01T00:00:00.000,212439
375,Nitrogen dioxide (NO2),Mean,UHF42,306,36.33,Chelsea - Clinton,ppb,Annual Average 2011,,2010-12-01T00:00:00.000,176616
375,Nitrogen dioxide (NO2),Mean,UHF42,302,31.06,Central Harlem - Morningside Heights,ppb,Annual Average 2009,,2008-12-01T00:00:00.000,176528
651,Cardiovascular hospitalizations due to PM2.5 (age 40+),Estimated annual rate,UHF42,302,20.20,Central Harlem - Morningside Heights,"per 100,000 adults",2015-2017,,2015-01-01T00:00:00.000,628600
651,Cardiovascular hospitalizations due to PM2.5 (age 40+),Estimated annual rate,UHF42,302,16.21,Central Harlem - Morningside Heights,"per 100,000 adults",2012-2014,,2012-01-02T00:00:00.000,518859
639,Deaths due to PM2.5,Estimated annual rate (age 30+),UHF42,402,44.60,West Queens,"per 100,000 adults",2005-2007,,2005-01-01T00:00:00.000,130384
651,Cardiovascular hospitalizations due to PM2.5 (age 40+),Estimated annual rate,UHF42,406,11.70,Fresh Meadows,"per 100,000 adults",2015-2017,,2015-01-01T00:00:00.000,628614
651,Cardiovascular hospitalizations due to PM2.5 (age 40+),Estimated annual rate,UHF42,406,9.37,Fresh Meadows,"per 100,000 adults",2012-2014,,2012-01-02T00:00:00.000,518873
651,Cardiovascular hospitalizations due to PM2.5 (age 40+),Estimated annual rate,UHF42,202,14.40,Downtown - Heights - Slope,"per 100,000 adults",2015-2017,,2015-01-01T00:00:00.000,628589
651,Cardiovascular hospitalizations due to PM2.5 (age 40+),Estimated annual rate,UHF42,102,12.96,Northeast Bronx,"per 100,000 adults",2012-2014,,2012-01-02T00:00:00.000,518841
375,Nitrogen dioxide (NO2),Mean,UHF42,302,18.13,Central Harlem - Morningside Heights,ppb,Summer 2016,,2016-06-01T00:00:00.000,412485
375,Nitrogen dioxide (NO2),Mean,UHF42,302,25.73,Central Harlem - Morningside Heights,ppb,Winter 2015-16,,2015-12-01T00:00:00.000,412484
653,Asthma emergency departments visits due to Ozone,Estimated annual rate (under age 18),UHF42,102,79.30,Northeast Bronx,"per 100,000 children",2009-2011,,2009-01-01T00:00:00.000,151432
655,Asthma hospitalizations due to Ozone,Estimated annual rate (under age 18),UHF42,406,13.60,Fresh Meadows,"per 100,000 children",2009-2011,,2009-01-01T00:00:00.000,151560
648,Asthma emergency department visits due to PM2.5,Estimated annual rate (under age 18),UHF42,306,88.60,Chelsea - Clinton,"per 100,000 children",2009-2011,,2009-01-01T00:00:00.000,131434
365,Fine particles (PM 2.5),Mean,UHF42,202,7.41,Downtown - Heights - Slope,mcg/m3,Summer 2020,,2020-06-01T00:00:00.000,669812
365,Fine particles (PM 2.5),Mean,UHF42,202,10.12,Downtown - Heights - Slope,mcg/m3,Summer 2017,,2017-06-01T00:00:00.000,547392
365,Fine particles (PM 2.5),Mean,UHF42,202,8.91,Downtown - Heights - Slope,mcg/m3,Summer 2018,,2018-06-01T00:00:00.000,605688
365,Fine particles (PM 2.5),Mean,UHF42,202,8.52,Downtown - Heights - Slope,mcg/m3,Winter 2016-17,,2016-12-01T00:00:00.000,547394
365,Fine particles (PM 2.5),Mean,UHF42,202,6.69,Downtown - Heights - Slope,mcg/m3,Annual Average 2020,,2020-01-01T00:00:00.000,669814
365,Fine particles (PM 2.5),Mean,UHF42,202,8.15,Downtown - Heights - Slope,mcg/m3,Winter 2018-19,,2018-12-01T00:00:00.000,649689
365,Fine particles (PM 2.5),Mean,UHF42,310,7.42,Lower Manhattan,mcg/m3,Annual Average 2020,,2020-01-01T00:00:00.000,669757
365,Fine particles (PM 2.5),Mean,UHF42,310,9.29,Lower Manhattan,mcg/m3,Winter 2018-19,,2018-12-01T00:00:00.000,649746
365,Fine particles (PM 2.5),Mean,UHF42,310,10.54,Lower Manhattan,mcg/m3,Annual Average 2015,,2015-01-01T00:00:00.000,334033
365,Fine particles (PM 2.5),Mean,UHF42,310,10.91,Lower Manhattan,mcg/m3,Summer 2014,,2014-06-01T00:00:00.000,212821
365,Fine particles (PM 2.5),Mean,UHF42,206,8.70,Borough Park,mcg/m3,Winter 2014-15,,2014-12-01T00:00:00.000,333990
365,Fine particles (PM 2.5),Mean,UHF42,206,8.49,Borough Park,mcg/m3,Annual Average 2013,,2012-12-01T00:00:00.000,178579
365,Fine particles (PM 2.5),Mean,UHF42,309,8.10,Union Square - Lower East Side,mcg/m3,Summer 2020,,2020-06-01T00:00:00.000,669758
640,Boiler Emissions- Total SO2 Emissions,Number per km2,UHF42,409,0.30,Southeast Queens,number,2013,,2013-01-01T00:00:00.000,130433
365,Fine particles (PM 2.5),Mean,UHF42,309,7.90,Union Square - Lower East Side,mcg/m3,Winter 2020-21,,2020-12-01T00:00:00.000,742240
365,Fine particles (PM 2.5),Mean,UHF42,310,13.21,Lower Manhattan,mcg/m3,Summer 2011,,2011-06-01T00:00:00.000,177880
365,Fine particles (PM 2.5),Mean,UHF42,309,13.11,Union Square - Lower East Side,mcg/m3,Summer 2010,,2010-06-01T00:00:00.000,177837
365,Fine particles (PM 2.5),Mean,UHF42,309,12.59,Union Square - Lower East Side,mcg/m3,Summer 2011,,2011-06-01T00:00:00.000,177879
365,Fine particles (PM 2.5),Mean,UHF42,310,7.71,Lower Manhattan,mcg/m3,Winter 2020-21,,2020-12-01T00:00:00.000,742243
365,Fine particles (PM 2.5),Mean,UHF42,310,10.28,Lower Manhattan,mcg/m3,Winter 2015-16,,2015-12-01T00:00:00.000,410816
365,Fine particles (PM 2.5),Mean,UHF42,310,9.80,Lower Manhattan,mcg/m3,Summer 2016,,2016-06-01T00:00:00.000,410817
365,Fine particles (PM 2.5),Mean,UHF42,310,13.75,Lower Manhattan,mcg/m3,Summer 2010,,2010-06-01T00:00:00.000,177838
365,Fine particles (PM 2.5),Mean,CD,201,9.28,Mott Haven and Melrose (CD1),mcg/m3,Summer 2016,,2016-06-01T00:00:00.000,411003
365,Fine particles (PM 2.5),Mean,CD,201,12.96,Mott Haven and Melrose (CD1),mcg/m3,Summer 2010,,2010-06-01T00:00:00.000,169350
365,Fine particles (PM 2.5),Mean,UHF42,310,12.37,Lower Manhattan,mcg/m3,Winter 2009-10,,2009-12-01T00:00:00.000,177208
365,Fine particles (PM 2.5),Mean,UHF42,309,9.28,Union Square - Lower East Side,mcg/m3,Summer 2018,,2018-06-01T00:00:00.000,605742
365,Fine particles (PM 2.5),Mean,UHF42,309,8.68,Union Square - Lower East Side,mcg/m3,Winter 2016-17,,2016-12-01T00:00:00.000,547448
365,Fine particles (PM 2.5),Mean,UHF42,309,10.53,Union Square - Lower East Side,mcg/m3,Annual Average 2014,,2013-12-01T00:00:00.000,212946
365,Fine particles (PM 2.5),Mean,UHF42,309,10.64,Union Square - Lower East Side,mcg/m3,Winter 2009-10,,2009-12-01T00:00:00.000,177207
365,Fine particles (PM 2.5),Mean,UHF42,310,10.07,Lower Manhattan,mcg/m3,Summer 2018,,2018-06-01T00:00:00.000,605745
365,Fine particles (PM 2.5),Mean,UHF42,310,10.48,Lower Manhattan,mcg/m3,Summer 2017,,2017-06-01T00:00:00.000,547449
365,Fine particles (PM 2.5),Mean,UHF42,310,9.08,Lower Manhattan,mcg/m3,Winter 2016-17,,2016-12-01T00:00:00.000,547451
365,Fine particles (PM 2.5),Mean,UHF42,310,11.36,Lower Manhattan,mcg/m3,Annual Average 2014,,2013-12-01T00:00:00.000,212947
365,Fine particles (PM 2.5),Mean,CD,201,12.46,Mott Haven and Melrose (CD1),mcg/m3,Summer 2011,,2011-06-01T00:00:00.000,169409
365,Fine particles (PM 2.5),Mean,UHF42,409,9.27,Southeast Queens,mcg/m3,Winter 2012-13,,2012-12-01T00:00:00.000,177343
365,Fine particles (PM 2.5),Mean,UHF42,409,8.65,Southeast Queens,mcg/m3,Annual Average 2010,,2009-12-01T00:00:00.000,178477
365,Fine particles (PM 2.5),Mean,UHF42,206,12.54,Borough Park,mcg/m3,Winter 2010-11,,2010-12-01T00:00:00.000,177235
365,Fine particles (PM 2.5),Mean,UHF42,210,6.27,Coney Island - Sheepshead Bay,mcg/m3,Annual Average 2021,,2021-01-01T00:00:00.000,742212
365,Fine particles (PM 2.5),Mean,UHF42,210,6.83,Coney Island - Sheepshead Bay,mcg/m3,Annual Average 2017,,2017-01-01T00:00:00.000,547417
365,Fine particles (PM 2.5),Mean,CD,302,11.55,Fort Greene and Brooklyn Heights (CD2),mcg/m3,Annual Average 2009,,2008-12-01T00:00:00.000,170189
648,Asthma emergency department visits due to PM2.5,Estimated annual rate (under age 18),UHF42,210,31.40,Coney Island - Sheepshead Bay,"per 100,000 children",2015-2017,,2015-01-01T00:00:00.000,628453
648,Asthma emergency department visits due to PM2.5,Estimated annual rate (under age 18),UHF42,210,29.45,Coney Island - Sheepshead Bay,"per 100,000 children",2012-2014,,2012-01-02T00:00:00.000,518904
648,Asthma emergency department visits due to PM2.5,Estimated annual rate (under age 18),UHF42,309,102.20,Union Square - Lower East Side,"per 100,000 children",2015-2017,,2015-01-01T00:00:00.000,628463
648,Asthma emergency department visits due to PM2.5,Estimated annual rate (under age 18),UHF42,309,114.77,Union Square - Lower East Side,"per 100,000 children",2012-2014,,2012-01-02T00:00:00.000,518914
648,Asthma emergency department visits due to PM2.5,Estimated annual rate (under age 18),UHF42,409,73.80,Southeast Queens,"per 100,000 children",2005-2007,,2005-01-01T00:00:00.000,130823
648,Asthma emergency department visits due to PM2.5,Estimated annual rate (under age 18),UHF42,410,152.70,Rockaways,"per 100,000 children",2005-2007,,2005-01-01T00:00:00.000,130824
648,Asthma emergency department visits due to PM2.5,Estimated annual rate (under age 18),UHF42,310,57.20,Lower Manhattan,"per 100,000 children",2009-2011,,2009-01-01T00:00:00.000,131438
648,Asthma emergency department visits due to PM2.5,Estimated annual rate (under age 18),UHF42,309,151.90,Union Square - Lower East Side,"per 100,000 children",2009-2011,,2009-01-01T00:00:00.000,131437
652,Cardiac and respiratory deaths due to Ozone,Estimated annual rate,Borough,3,3.90,Manhattan,"per 100,000",2015-2017,,2015-01-01T00:00:00.000,629154
652,Cardiac and respiratory deaths due to Ozone,Estimated annual rate,UHF42,206,5.00,Borough Park,"per 100,000",2012-2014,,2012-01-02T00:00:00.000,518708
652,Cardiac and respiratory deaths due to Ozone,Estimated annual rate,UHF42,210,8.50,Coney Island - Sheepshead Bay,"per 100,000",2015-2017,,2015-01-01T00:00:00.000,629173
652,Cardiac and respiratory deaths due to Ozone,Estimated annual rate,UHF42,309,4.50,Union Square - Lower East Side,"per 100,000",2015-2017,,2015-01-01T00:00:00.000,629183
652,Cardiac and respiratory deaths due to Ozone,Estimated annual rate,UHF42,410,7.70,Rockaways,"per 100,000",2015-2017,,2015-01-01T00:00:00.000,629194
652,Cardiac and respiratory deaths due to Ozone,Estimated annual rate,UHF42,210,8.00,Coney Island - Sheepshead Bay,"per 100,000",2012-2014,,2012-01-02T00:00:00.000,518712
652,Cardiac and respiratory deaths due to Ozone,Estimated annual rate,UHF42,106,2.80,High Bridge - Morrisania,"per 100,000",2009-2011,,2009-01-01T00:00:00.000,151388
652,Cardiac and respiratory deaths due to Ozone,Estimated annual rate,UHF42,206,5.30,Borough Park,"per 100,000",2009-2011,,2009-01-01T00:00:00.000,151395
652,Cardiac and respiratory deaths due to Ozone,Estimated annual rate,UHF42,210,8.90,Coney Island - Sheepshead Bay,"per 100,000",2009-2011,,2009-01-01T00:00:00.000,151399
645,Annual vehicle miles travelled (trucks),million miles,CD,402,3.30,Woodside and Sunnyside (CD2),per km2,2016,,2016-01-01T00:00:00.000,325177
645,Annual vehicle miles travelled (trucks),million miles,CD,402,2.50,Woodside and Sunnyside (CD2),per km2,2005,,2005-01-01T00:00:00.000,154485
645,Annual vehicle miles travelled (trucks),million miles,CD,101,1.90,Financial District (CD1),per km2,2016,,2016-01-01T00:00:00.000,325134
645,Annual vehicle miles travelled (trucks),million miles,CD,101,2.00,Financial District (CD1),per km2,2005,,2005-01-01T00:00:00.000,154442
645,Annual vehicle miles travelled (trucks),million miles,CD,102,3.60,Greenwich Village and Soho (CD2),per km2,2005,,2005-01-01T00:00:00.000,154443
645,Annual vehicle miles travelled (trucks),million miles,UHF42,209,1.00,Bensonhurst - Bay Ridge,per km2,2005,,2005-01-01T00:00:00.000,151734
645,Annual vehicle miles travelled (trucks),million miles,UHF42,106,2.80,High Bridge - Morrisania,per km2,2005,,2005-01-01T00:00:00.000,151724
645,Annual vehicle miles travelled (trucks),million miles,UHF42,206,0.60,Borough Park,per km2,2016,,2016-01-01T00:00:00.000,325103
645,Annual vehicle miles travelled (trucks),million miles,UHF42,206,1.10,Borough Park,per km2,2005,,2005-01-01T00:00:00.000,151731
365,Fine particles (PM 2.5),Mean,CD,306,10.69,Park Slope and Carroll Gardens (CD6),mcg/m3,Winter 2009-10,,2009-12-01T00:00:00.000,168482
365,Fine particles (PM 2.5),Mean,CD,206,8.73,Belmont and East Tremont (CD6),mcg/m3,Summer 2018,,2018-06-01T00:00:00.000,605946
365,Fine particles (PM 2.5),Mean,CD,206,8.45,Belmont and East Tremont (CD6),mcg/m3,Winter 2016-17,,2016-12-01T00:00:00.000,547652
365,Fine particles (PM 2.5),Mean,UHF42,203,8.48,Bedford Stuyvesant - Crown Heights,mcg/m3,Summer 2018,,2018-06-01T00:00:00.000,605691
365,Fine particles (PM 2.5),Mean,UHF42,303,10.22,East Harlem,mcg/m3,Winter 2009-10,,2009-12-01T00:00:00.000,177201
365,Fine particles (PM 2.5),Mean,UHF42,303,10.18,East Harlem,mcg/m3,Winter 2011-12,,2011-12-01T00:00:00.000,177285
365,Fine particles (PM 2.5),Mean,UHF42,303,8.72,East Harlem,mcg/m3,Summer 2018,,2018-06-01T00:00:00.000,605724
365,Fine particles (PM 2.5),Mean,UHF42,303,7.27,East Harlem,mcg/m3,Summer 2020,,2020-06-01T00:00:00.000,669776
365,Fine particles (PM 2.5),Mean,CD,206,9.85,Belmont and East Tremont (CD6),mcg/m3,Summer 2017,,2017-06-01T00:00:00.000,547650
653,Asthma emergency departments visits due to Ozone,Estimated annual rate (under age 18),UHF42,303,262.30,East Harlem,"per 100,000 children",2015-2017,,2015-01-01T00:00:00.000,628889
655,Asthma hospitalizations due to Ozone,Estimated annual rate (under age 18),UHF42,105,44.80,Crotona -Tremont,"per 100,000 children",2012-2014,,2012-01-02T00:00:00.000,518604
653,Asthma emergency departments visits due to Ozone,Estimated annual rate (under age 18),UHF42,403,39.70,Flushing - Clearview,"per 100,000 children",2015-2017,,2015-01-01T00:00:00.000,628899
653,Asthma emergency departments visits due to Ozone,Estimated annual rate (under age 18),UHF42,403,39.20,Flushing - Clearview,"per 100,000 children",2012-2014,,2012-01-02T00:00:00.000,518534
653,Asthma emergency departments visits due to Ozone,Estimated annual rate (under age 18),UHF42,205,47.40,Sunset Park,"per 100,000 children",2015-2017,,2015-01-01T00:00:00.000,628880
655,Asthma hospitalizations due to Ozone,Estimated annual rate (under age 18),UHF42,205,6.30,Sunset Park,"per 100,000 children",2015-2017,,2015-01-01T00:00:00.000,628976
655,Asthma hospitalizations due to Ozone,Estimated annual rate (under age 18),UHF42,203,44.80,Bedford Stuyvesant - Crown Heights,"per 100,000 children",2012-2014,,2012-01-02T00:00:00.000,518609
655,Asthma hospitalizations due to Ozone,Estimated annual rate (under age 18),UHF42,203,33.90,Bedford Stuyvesant - Crown Heights,"per 100,000 children",2015-2017,,2015-01-01T00:00:00.000,628974
375,Nitrogen dioxide (NO2),Mean,UHF42,403,17.42,Flushing - Clearview,ppb,Summer 2011,,2011-06-01T00:00:00.000,175993
386,Ozone (O3),Mean,UHF42,303,28.92,East Harlem,ppb,Summer 2014,,2014-06-01T00:00:00.000,222526
386,Ozone (O3),Mean,UHF42,405,31.33,Ridgewood - Forest Hills,ppb,Summer 2014,,2014-06-01T00:00:00.000,222598
386,Ozone (O3),Mean,UHF42,403,32.01,Flushing - Clearview,ppb,Summer 2014,,2014-06-01T00:00:00.000,222586
375,Nitrogen dioxide (NO2),Mean,UHF42,303,22.99,East Harlem,ppb,Annual Average 2015,,2015-01-01T00:00:00.000,336550
653,Asthma emergency departments visits due to Ozone,Estimated annual rate (under age 18),UHF42,405,57.60,Ridgewood - Forest Hills,"per 100,000 children",2012-2014,,2012-01-02T00:00:00.000,518536
648,Asthma emergency department visits due to PM2.5,Estimated annual rate (under age 18),UHF42,405,51.00,Ridgewood - Forest Hills,"per 100,000 children",2005-2007,,2005-01-01T00:00:00.000,130819
648,Asthma emergency department visits due to PM2.5,Estimated annual rate (under age 18),UHF42,403,48.70,Flushing - Clearview,"per 100,000 children",2005-2007,,2005-01-01T00:00:00.000,130817
648,Asthma emergency department visits due to PM2.5,Estimated annual rate (under age 18),UHF42,303,299.40,East Harlem,"per 100,000 children",2009-2011,,2009-01-01T00:00:00.000,131431
375,Nitrogen dioxide (NO2),Mean,UHF42,405,19.25,Ridgewood - Forest Hills,ppb,Annual Average 2015,,2015-01-01T00:00:00.000,336586
375,Nitrogen dioxide (NO2),Mean,UHF42,403,21.25,Flushing - Clearview,ppb,Winter 2018-19,,2018-12-01T00:00:00.000,643410
375,Nitrogen dioxide (NO2),Mean,UHF42,405,13.62,Ridgewood - Forest Hills,ppb,Summer 2016,,2016-06-01T00:00:00.000,412524
653,Asthma emergency departments visits due to Ozone,Estimated annual rate (under age 18),UHF42,302,228.60,Central Harlem - Morningside Heights,"per 100,000 children",2015-2017,,2015-01-01T00:00:00.000,628888
655,Asthma hospitalizations due to Ozone,Estimated annual rate (under age 18),UHF42,302,46.20,Central Harlem - Morningside Heights,"per 100,000 children",2012-2014,,2012-01-02T00:00:00.000,518619
655,Asthma hospitalizations due to Ozone,Estimated annual rate (under age 18),UHF42,302,39.20,Central Harlem - Morningside Heights,"per 100,000 children",2015-2017,,2015-01-01T00:00:00.000,628984
653,Asthma emergency departments visits due to Ozone,Estimated annual rate (under age 18),UHF42,302,277.70,Central Harlem - Morningside Heights,"per 100,000 children",2012-2014,,2012-01-02T00:00:00.000,518523
655,Asthma hospitalizations due to Ozone,Estimated annual rate (under age 18),UHF42,406,13.80,Fresh Meadows,"per 100,000 children",2015-2017,,2015-01-01T00:00:00.000,628998
655,Asthma hospitalizations due to Ozone,Estimated annual rate (under age 18),UHF42,406,11.90,Fresh Meadows,"per 100,000 children",2012-2014,,2012-01-02T00:00:00.000,518633
653,Asthma emergency departments visits due to Ozone,Estimated annual rate (under age 18),UHF42,406,57.70,Fresh Meadows,"per 100,000 children",2012-2014,,2012-01-02T00:00:00.000,518537
655,Asthma hospitalizations due to Ozone,Estimated annual rate (under age 18),UHF42,202,12.50,Downtown - Heights - Slope,"per 100,000 children",2015-2017,,2015-01-01T00:00:00.000,628973
653,Asthma emergency departments visits due to Ozone,Estimated annual rate (under age 18),UHF42,202,62.60,Downtown - Heights - Slope,"per 100,000 children",2015-2017,,2015-01-01T00:00:00.000,628877
653,Asthma emergency departments visits due to Ozone,Estimated annual rate (under age 18),UHF42,202,87.60,Downtown - Heights - Slope,"per 100,000 children",2012-2014,,2012-01-02T00:00:00.000,518512
655,Asthma hospitalizations due to Ozone,Estimated annual rate (under age 18),UHF42,202,17.10,Downtown - Heights - Slope,"per 100,000 children",2012-2014,,2012-01-02T00:00:00.000,518608
655,Asthma hospitalizations due to Ozone,Estimated annual rate (under age 18),UHF42,102,42.40,Northeast Bronx,"per 100,000 children",2012-2014,,2012-01-02T00:00:00.000,518601
653,Asthma emergency departments visits due to Ozone,Estimated annual rate (under age 18),UHF42,102,184.40,Northeast Bronx,"per 100,000 children",2012-2014,,2012-01-02T00:00:00.000,518505
375,Nitrogen dioxide (NO2),Mean,UHF42,306,34.75,Chelsea - Clinton,ppb,Summer 2010,,2010-06-01T00:00:00.000,175944
375,Nitrogen dioxide (NO2),Mean,UHF42,306,34.57,Chelsea - Clinton,ppb,Summer 2011,,2011-06-01T00:00:00.000,175986
386,Ozone (O3),Mean,UHF42,406,31.80,Fresh Meadows,ppb,Summer 2014,,2014-06-01T00:00:00.000,222604
375,Nitrogen dioxide (NO2),Mean,UHF42,302,28.23,Central Harlem - Morningside Heights,ppb,Annual Average 2011,,2010-12-01T00:00:00.000,176612
653,Asthma emergency departments visits due to Ozone,Estimated annual rate (under age 18),UHF42,306,67.90,Chelsea - Clinton,"per 100,000 children",2015-2017,,2015-01-01T00:00:00.000,628892
655,Asthma hospitalizations due to Ozone,Estimated annual rate (under age 18),UHF42,306,9.40,Chelsea - Clinton,"per 100,000 children",2015-2017,,2015-01-01T00:00:00.000,628988
655,Asthma hospitalizations due to Ozone,Estimated annual rate (under age 18),UHF42,306,13.30,Chelsea - Clinton,"per 100,000 children",2012-2014,,2012-01-02T00:00:00.000,518623
653,Asthma emergency departments visits due to Ozone,Estimated annual rate (under age 18),UHF42,306,75.70,Chelsea - Clinton,"per 100,000 children",2012-2014,,2012-01-02T00:00:00.000,518527
648,Asthma emergency department visits due to PM2.5,Estimated annual rate (under age 18),UHF42,302,424.70,Central Harlem - Morningside Heights,"per 100,000 children",2005-2007,,2005-01-01T00:00:00.000,130806
375,Nitrogen dioxide (NO2),Mean,UHF42,406,22.10,Fresh Meadows,ppb,Annual Average 2011,,2010-12-01T00:00:00.000,176626
375,Nitrogen dioxide (NO2),Mean,UHF42,406,22.78,Fresh Meadows,ppb,Annual Average 2009,,2008-12-01T00:00:00.000,176542
375,Nitrogen dioxide (NO2),Mean,UHF42,302,25.48,Central Harlem - Morningside Heights,ppb,Summer 2010,,2010-06-01T00:00:00.000,175940
375,Nitrogen dioxide (NO2),Mean,UHF42,306,26.71,Chelsea - Clinton,ppb,Winter 2020-21,,2020-12-01T00:00:00.000,740962
375,Nitrogen dioxide (NO2),Mean,UHF42,406,18.00,Fresh Meadows,ppb,Summer 2010,,2010-06-01T00:00:00.000,175954
655,Asthma hospitalizations due to Ozone,Estimated annual rate (under age 18),UHF42,207,36.60,East Flatbush - Flatbush,"per 100,000 children",2012-2014,,2012-01-02T00:00:00.000,518613
375,Nitrogen dioxide (NO2),Mean,UHF42,307,27.00,Gramercy Park - Murray Hill,ppb,Winter 2020-21,,2020-12-01T00:00:00.000,740965
375,Nitrogen dioxide (NO2),Mean,UHF42,308,29.03,Greenwich Village - SoHo,ppb,Winter 2015-16,,2015-12-01T00:00:00.000,412502
375,Nitrogen dioxide (NO2),Mean,UHF42,308,29.31,Greenwich Village - SoHo,ppb,Summer 2011,,2011-06-01T00:00:00.000,175988
375,Nitrogen dioxide (NO2),Mean,UHF42,308,29.56,Greenwich Village - SoHo,ppb,Summer 2010,,2010-06-01T00:00:00.000,175946
